Claim_ID,Customer_Age,Gender,Policy_Type,Claim_Amount,Premium_Amount,Claim_History_Count,Previous_Fraud_Flag,Days_To_Report,Claim_Type,Risk_Label
CLM10334,57,Male,Vehicle,21376.57,534.08,4,1,45,Natural Disaster,High Risk
CLM10335,73,Female,Property,75055.48,3107.05,5,1,41,Natural Disaster,High Risk
CLM10336,74,Female,Property,85501.85,1569.26,0,0,48,Theft,Low Risk
CLM10337,75,Female,Property,49565.19,1834.06,0,0,2,Accident,Low Risk
CLM10338,57,Female,Life,53917.77,1477.01,1,0,55,Natural Disaster,Low Risk
CLM10339,30,Female,Life,144728.12,12144.01,0,0,214,Natural Disaster,Low Risk
CLM10340,28,Female,Vehicle,24310.34,875.45,1,0,208,Accident,Low Risk
CLM10341,74,Male,Vehicle,9175.65,568.48,0,0,11,Natural Disaster,Low Risk
CLM10342,32,Male,Property,17003.87,1437.01,4,1,20,Medical,High Risk
CLM10343,55,Male,Life,212631.7,18842.8,0,0,24,Medical,High Risk
CLM10344,30,Male,Health,41074.96,2691.13,1,0,53,Natural Disaster,Low Risk
CLM10345,76,Female,Property,59233.35,1791.47,0,0,33,Medical,High Risk
CLM10346,55,Female,Property,59269.74,1605.32,2,0,58,Natural Disaster,Low Risk
CLM10347,79,Female,Health,2236.63,381.25,1,0,159,Theft,Low Risk
CLM10348,66,Female,Life,387619.59,9463.86,0,0,57,Natural Disaster,Low Risk
CLM10349,76,Male,Property,5611.35,827.25,1,0,16,Accident,Low Risk
CLM10350,30,Male,Health,38381.77,899.47,0,0,51,Natural Disaster,Low Risk
CLM10351,47,Male,Health,22470.75,2086.11,0,0,8,Medical,Low Risk
CLM10352,74,Female,Life,465065.37,34110.95,0,0,38,Accident,Low Risk
CLM10353,57,Male,Life,224295.13,3686.26,3,0,40,Natural Disaster,High Risk
CLM10354,28,Female,Health,17278.07,746.21,1,0,5,Theft,Low Risk
CLM10355,54,Male,Life,382580.14,13592.17,5,1,31,Medical,High Risk
CLM10356,77,Female,Property,34628.55,1537.41,1,0,17,Accident,Low Risk
CLM10357,44,Male,Property,20465.14,1461.14,5,0,204,Theft,Low Risk
CLM10358,43,Female,Life,172868.28,4703.18,0,0,182,Accident,High Risk
CLM10359,67,Female,Life,459128.87,17937.65,0,0,29,Accident,Low Risk
CLM10360,66,Female,Vehicle,6026.95,470.56,2,0,45,Theft,Low Risk
CLM10361,22,Female,Health,3217.21,201.34,1,0,34,Natural Disaster,High Risk
CLM10362,81,Male,Life,229783.45,9160.44,3,0,214,Natural Disaster,High Risk
CLM10363,86,Male,Property,61510.5,4818.41,2,0,11,Accident,Low Risk
CLM10364,89,Male,Life,472242.08,40013.77,0,0,20,Theft,Low Risk
CLM10365,57,Male,Property,59571.49,1710.48,3,0,21,Accident,High Risk
CLM10366,25,Female,Property,9919.66,759.16,3,0,44,Theft,Low Risk
CLM10367,32,Female,Health,19845.94,1239.83,4,0,48,Theft,Low Risk
CLM10368,43,Male,Health,16278.3,890.38,1,0,56,Accident,Low Risk
CLM10369,32,Male,Property,94155.81,6680.2,0,0,31,Medical,Low Risk
CLM10370,41,Male,Health,19299.44,778.85,0,0,57,Accident,Low Risk
CLM10371,85,Female,Property,7769.74,874.63,0,0,1,Theft,Low Risk
CLM10372,25,Female,Property,74491.2,7356.51,3,0,50,Accident,High Risk
CLM10373,35,Female,Health,39267.23,2077.59,3,0,29,Theft,High Risk
CLM10374,21,Male,Property,52545.35,2776.59,1,0,9,Medical,Low Risk
CLM10375,28,Male,Health,35138.06,1570.66,0,0,55,Theft,Low Risk
CLM10376,82,Female,Vehicle,23715.64,1300.89,0,0,22,Theft,Low Risk
CLM10377,64,Male,Property,52205.07,5240.78,0,0,46,Theft,Low Risk
CLM10378,75,Female,Property,81471.55,1362.72,0,0,253,Accident,Low Risk
CLM10379,81,Female,Life,66168.58,6367.11,1,1,207,Theft,High Risk
CLM10380,74,Female,Property,34111.12,800.04,0,0,109,Natural Disaster,Low Risk
CLM10381,63,Male,Life,91938.25,4481.34,0,0,35,Accident,Low Risk
CLM10382,53,Female,Vehicle,10786.17,1086.5,0,0,44,Accident,Low Risk
CLM10383,64,Female,Life,122615.31,7960.52,2,0,19,Natural Disaster,Low Risk
CLM10384,53,Female,Vehicle,4641.4,548.91,1,0,33,Theft,Low Risk
CLM10385,36,Female,Vehicle,26378.42,2296.97,1,0,4,Theft,Low Risk
CLM10386,54,Female,Vehicle,2013.24,311.48,1,0,3,Theft,Low Risk
CLM10387,78,Male,Property,98591.58,8074.36,1,0,23,Medical,Low Risk
CLM10388,33,Female,Property,93771.14,7182.51,1,0,25,Medical,Low Risk
CLM10389,19,Female,Life,280237.36,4556.19,0,0,2,Theft,Low Risk
CLM10390,44,Male,Vehicle,18491.35,1650.94,1,0,319,Medical,Low Risk
CLM10391,59,Male,Health,32870.84,1105.67,2,0,15,Theft,Low Risk
CLM10392,83,Female,Life,106873.89,1685.65,3,0,38,Accident,High Risk
CLM10393,44,Female,Property,81524.96,4157.02,1,0,38,Theft,High Risk
CLM10394,35,Female,Vehicle,24205.98,2282.43,3,0,21,Medical,Low Risk
CLM10395,37,Female,Vehicle,9578.9,305.53,0,0,39,Natural Disaster,Low Risk
CLM10396,87,Female,Life,456217.48,39090.78,0,0,16,Natural Disaster,Low Risk
CLM10397,44,Female,Property,74249.22,6100.88,0,0,16,Theft,Low Risk
CLM10398,71,Female,Property,82451.25,7890.98,3,0,24,Theft,Low Risk
CLM10399,89,Male,Health,16431.0,477.99,5,0,74,Theft,High Risk
CLM10400,84,Male,Property,36059.4,1613.92,2,0,28,Accident,Low Risk
CLM10401,37,Male,Property,87921.65,5227.47,1,0,59,Medical,Low Risk
CLM10402,69,Male,Health,40028.92,1428.46,1,0,50,Natural Disaster,Low Risk
CLM10403,73,Male,Life,97467.54,6429.23,0,0,26,Theft,Low Risk
CLM10404,60,Male,Life,229625.06,15028.15,0,0,7,Theft,Low Risk
CLM10405,29,Male,Property,91577.22,1314.62,0,0,53,Medical,High Risk
CLM10406,21,Male,Life,390314.21,20122.74,4,1,27,Accident,High Risk
CLM10407,53,Female,Vehicle,2772.04,294.82,0,0,44,Medical,Low Risk
CLM10408,68,Female,Vehicle,18805.4,1514.33,0,0,24,Theft,Low Risk
CLM10409,27,Male,Property,54899.55,1545.74,0,0,59,Accident,Low Risk
CLM10410,21,Male,Vehicle,2698.39,499.22,3,0,23,Theft,High Risk
CLM10411,49,Female,Health,20419.32,906.15,0,0,3,Natural Disaster,Low Risk
CLM10412,65,Female,Vehicle,14627.55,988.1,0,0,11,Theft,Low Risk
CLM10413,18,Male,Vehicle,29644.74,1423.04,1,0,18,Natural Disaster,Low Risk
CLM10414,47,Male,Vehicle,14957.06,1719.72,0,0,78,Accident,Low Risk
CLM10415,19,Female,Property,41190.43,953.97,4,1,32,Natural Disaster,High Risk
CLM10416,28,Female,Property,60860.04,2962.6,1,0,5,Natural Disaster,Low Risk
CLM10417,33,Male,Vehicle,5774.22,379.21,1,1,265,Accident,High Risk
CLM10418,59,Male,Life,426756.75,25372.62,1,1,2,Medical,High Risk
CLM10419,29,Male,Vehicle,15839.52,1100.47,3,0,77,Medical,Low Risk
CLM10420,33,Male,Property,88413.18,5807.15,0,0,37,Theft,High Risk
CLM10421,18,Female,Property,60975.39,3383.36,4,0,45,Accident,High Risk
CLM10422,53,Male,Property,99003.01,7567.05,0,0,13,Natural Disaster,Low Risk
CLM10423,26,Female,Life,60802.27,2614.08,0,0,7,Medical,High Risk
CLM10424,65,Male,Vehicle,15221.85,504.82,1,0,9,Theft,Low Risk
CLM10425,72,Male,Property,99288.89,3593.24,3,0,40,Natural Disaster,High Risk
CLM10426,40,Female,Vehicle,6648.43,760.5,2,0,27,Accident,Low Risk
CLM10427,57,Female,Vehicle,12679.45,1218.36,0,0,59,Medical,Low Risk
CLM10428,72,Male,Vehicle,26508.44,2925.68,0,0,22,Natural Disaster,Low Risk
CLM10429,35,Male,Property,20338.49,1388.28,1,0,50,Natural Disaster,Low Risk
CLM10430,59,Male,Vehicle,2256.14,396.79,2,0,20,Medical,Low Risk
CLM10431,37,Male,Vehicle,13153.88,1146.5,0,1,5,Accident,Low Risk
CLM10432,55,Female,Health,16615.79,474.13,1,0,18,Accident,Low Risk
CLM10433,52,Female,Health,10618.42,572.41,1,0,33,Natural Disaster,Low Risk
CLM10434,42,Female,Vehicle,27478.2,1861.98,0,0,54,Accident,Low Risk
CLM10435,87,Female,Health,4997.17,258.19,1,0,103,Medical,Low Risk
CLM10436,80,Female,Health,16131.31,793.87,0,0,4,Medical,Low Risk
CLM10437,30,Female,Vehicle,22341.62,795.63,1,0,8,Natural Disaster,Low Risk
CLM10438,59,Male,Life,275026.22,19651.09,2,0,1,Medical,Low Risk
CLM10439,68,Male,Property,19380.26,690.15,0,0,24,Natural Disaster,Low Risk
CLM10440,87,Male,Vehicle,5269.59,375.98,1,0,59,Natural Disaster,Low Risk
CLM10441,72,Male,Property,18600.33,1643.67,0,0,15,Medical,Low Risk
CLM10442,68,Female,Vehicle,10191.34,1293.98,0,0,26,Medical,Low Risk
CLM10443,23,Male,Vehicle,10616.89,942.77,1,0,137,Theft,Low Risk
CLM10444,78,Female,Property,95476.74,4145.23,2,0,19,Theft,High Risk
CLM10445,73,Female,Life,331240.89,22565.57,3,0,15,Medical,High Risk
CLM10446,58,Male,Property,69281.24,4919.48,1,0,16,Accident,Low Risk
CLM10447,31,Male,Life,363660.87,15968.56,2,0,49,Theft,High Risk
CLM10448,87,Male,Property,86937.17,3071.09,1,0,33,Medical,High Risk
CLM10449,51,Female,Property,38933.27,1903.25,1,0,30,Accident,Low Risk
CLM10450,55,Female,Life,228539.78,12315.54,3,0,19,Accident,High Risk
CLM10451,60,Male,Life,165491.24,13162.21,0,0,38,Accident,High Risk
CLM10452,37,Female,Life,219386.73,13754.92,3,0,42,Medical,High Risk
CLM10453,46,Female,Property,11422.45,1330.06,1,0,3,Natural Disaster,Low Risk
CLM10454,60,Male,Life,369950.43,11907.04,4,1,49,Medical,High Risk
CLM10455,71,Male,Health,22764.99,1915.38,3,0,275,Natural Disaster,Low Risk
CLM10456,88,Female,Vehicle,29619.98,2507.17,1,0,51,Accident,Low Risk
CLM10457,64,Female,Vehicle,7807.88,888.44,3,1,0,Accident,High Risk
CLM10458,41,Female,Property,22567.43,1219.86,0,0,28,Medical,Low Risk
CLM10459,59,Female,Health,47716.74,954.87,0,0,24,Medical,Low Risk
CLM10460,39,Male,Life,177623.57,7100.52,2,1,20,Accident,High Risk
CLM10461,38,Male,Life,125964.5,11045.92,1,0,9,Accident,Low Risk
CLM10462,76,Male,Property,23925.87,1066.79,0,0,13,Medical,Low Risk
CLM10463,29,Female,Vehicle,22444.61,1690.74,1,0,17,Accident,Low Risk
CLM10464,40,Male,Vehicle,7087.03,725.14,2,0,54,Accident,Low Risk
CLM10465,55,Male,Life,398855.54,16637.61,0,0,40,Natural Disaster,High Risk
CLM10466,20,Female,Life,363452.63,34289.76,1,0,5,Natural Disaster,High Risk
CLM10467,38,Female,Life,109520.92,3228.94,0,0,55,Medical,High Risk
CLM10468,32,Female,Property,72703.23,2279.46,1,0,49,Natural Disaster,Low Risk
CLM10469,80,Female,Health,42829.07,3468.15,0,0,23,Medical,Low Risk
CLM10470,34,Female,Health,42597.27,2147.23,3,0,16,Medical,High Risk
CLM10471,38,Female,Property,31824.95,1000.77,2,0,44,Accident,Low Risk
CLM10472,31,Male,Health,17602.35,2079.46,1,0,8,Natural Disaster,Low Risk
CLM10473,36,Female,Life,269323.0,19657.21,1,0,2,Theft,Low Risk
CLM10474,36,Male,Life,392978.56,32878.56,1,0,34,Medical,Low Risk
CLM10475,63,Female,Life,68480.68,5553.74,0,0,15,Accident,Low Risk
CLM10476,23,Female,Life,133888.91,10687.07,0,0,266,Natural Disaster,High Risk
CLM10477,43,Male,Vehicle,13386.05,1165.42,1,0,23,Medical,Low Risk
CLM10478,43,Male,Life,242943.93,3714.21,0,0,16,Medical,Low Risk
CLM10479,63,Male,Property,74468.81,6393.84,1,0,266,Medical,Low Risk
CLM10480,39,Female,Life,428948.09,28228.62,0,0,18,Natural Disaster,Low Risk
CLM10481,32,Female,Property,20722.48,1839.2,1,0,16,Medical,Low Risk
CLM10482,38,Male,Property,71911.86,7124.56,0,0,9,Medical,Low Risk
CLM10483,27,Female,Health,6943.85,571.65,1,0,12,Accident,Low Risk
CLM10484,21,Female,Health,7081.26,536.64,0,0,10,Natural Disaster,Low Risk
CLM10485,28,Female,Health,36672.6,3253.54,2,0,13,Theft,Low Risk
CLM10486,38,Female,Vehicle,3021.86,528.33,0,0,110,Theft,Low Risk
CLM10487,23,Male,Property,75363.04,4177.51,5,0,38,Natural Disaster,High Risk
CLM10488,35,Female,Life,97772.16,8542.98,0,0,51,Theft,Low Risk
CLM10489,74,Female,Life,425373.85,8888.22,1,0,17,Accident,Low Risk
CLM10490,52,Male,Vehicle,11039.71,1000.06,1,0,258,Natural Disaster,Low Risk
CLM10491,50,Male,Health,35342.42,1612.92,1,0,22,Medical,Low Risk
CLM10492,82,Female,Life,238611.28,4987.99,1,0,53,Accident,High Risk
CLM10493,75,Female,Property,14460.07,650.93,0,0,118,Medical,Low Risk
CLM10494,33,Male,Life,385780.84,31869.04,1,0,51,Accident,High Risk
CLM10495,24,Female,Life,354379.27,13316.47,2,0,10,Accident,Low Risk
CLM10496,54,Male,Health,23063.56,1031.95,3,0,58,Accident,Low Risk
CLM10497,61,Female,Vehicle,24683.0,2348.04,1,0,53,Natural Disaster,Low Risk
CLM10498,86,Female,Vehicle,6421.01,616.78,3,0,37,Accident,High Risk
CLM10499,68,Female,Property,80809.81,6304.98,0,0,11,Natural Disaster,Low Risk
CLM10500,35,Female,Life,202465.86,9602.85,1,0,52,Natural Disaster,High Risk
CLM10501,21,Male,Health,7533.88,456.47,4,1,0,Theft,High Risk
CLM10502,34,Female,Property,10452.23,1106.98,0,0,37,Medical,Low Risk
CLM10503,88,Male,Vehicle,28085.36,1031.09,1,0,47,Theft,High Risk
CLM10504,72,Female,Health,36145.83,2674.13,3,0,29,Medical,Low Risk
CLM10505,66,Female,Property,7889.51,1044.62,0,0,204,Medical,Low Risk
CLM10506,54,Male,Property,52761.27,4874.1,1,0,35,Medical,High Risk
CLM10507,72,Female,Life,268353.71,7467.13,1,0,59,Accident,Low Risk
CLM10508,25,Male,Life,482636.54,32854.95,0,1,57,Natural Disaster,High Risk
CLM10509,60,Male,Property,79432.64,1274.24,3,0,48,Medical,High Risk
CLM10510,27,Male,Vehicle,27357.1,2501.78,4,0,51,Theft,Low Risk
CLM10511,38,Female,Property,31842.28,1379.99,5,0,40,Accident,High Risk
CLM10512,72,Female,Life,101913.26,9284.91,2,0,52,Natural Disaster,High Risk
CLM10513,36,Male,Life,91096.58,2718.92,1,1,46,Theft,High Risk
CLM10514,36,Male,Health,49775.65,2101.04,1,0,270,Theft,High Risk
CLM10515,85,Male,Life,362736.56,20941.77,1,0,23,Natural Disaster,Low Risk
CLM10516,18,Male,Life,244313.19,19926.72,2,0,18,Medical,Low Risk
CLM10517,18,Female,Property,18636.75,670.18,1,0,31,Theft,Low Risk
CLM10518,56,Male,Health,12963.23,1125.1,2,0,59,Natural Disaster,Low Risk
CLM10519,89,Male,Property,96023.12,3339.5,3,0,24,Theft,High Risk
CLM10520,39,Male,Property,16355.43,645.15,3,0,6,Medical,Low Risk
CLM10521,59,Female,Life,488706.92,23247.21,1,0,3,Accident,Low Risk
CLM10522,51,Female,Vehicle,18288.14,1584.57,3,1,49,Medical,High Risk
CLM10523,68,Male,Health,10755.58,792.34,1,0,38,Medical,Low Risk
CLM10524,23,Male,Health,36398.16,691.85,0,0,23,Natural Disaster,Low Risk
CLM10525,65,Female,Property,30345.48,2096.28,3,0,26,Medical,Low Risk
CLM10526,19,Male,Health,21049.95,1211.86,2,0,54,Medical,High Risk
CLM10527,56,Male,Health,6116.35,686.96,1,0,53,Accident,Low Risk
CLM10528,52,Male,Life,200199.47,12895.64,1,0,33,Natural Disaster,Low Risk
CLM10529,83,Female,Health,7106.06,609.44,1,0,38,Natural Disaster,Low Risk
CLM10530,87,Male,Property,15090.31,1627.83,2,0,160,Accident,Low Risk
CLM10531,22,Male,Vehicle,19529.93,612.46,0,0,41,Medical,Low Risk
CLM10532,33,Female,Vehicle,5219.95,775.55,1,0,54,Natural Disaster,Low Risk
CLM10533,75,Male,Property,25886.89,1755.03,0,0,27,Natural Disaster,Low Risk
CLM10534,43,Female,Property,59356.34,6017.52,0,0,2,Accident,Low Risk
CLM10535,38,Male,Property,38039.33,591.21,2,0,34,Medical,Low Risk
CLM10536,18,Male,Property,46717.41,880.06,3,0,296,Theft,High Risk
CLM10537,27,Female,Life,229082.16,21730.78,4,0,25,Accident,High Risk
CLM10538,43,Female,Health,7137.31,608.36,1,0,30,Medical,Low Risk
CLM10539,71,Male,Vehicle,15530.17,1110.75,4,0,6,Accident,Low Risk
CLM10540,89,Male,Vehicle,24794.72,2063.49,3,0,56,Accident,High Risk
CLM10541,46,Female,Life,441327.41,12198.33,4,1,232,Natural Disaster,High Risk
CLM10542,31,Male,Health,27526.77,1476.91,5,1,27,Natural Disaster,High Risk
CLM10543,59,Female,Health,7179.4,526.18,3,0,9,Accident,Low Risk
CLM10544,71,Male,Property,62214.35,2837.69,0,0,133,Medical,High Risk
CLM10545,18,Male,Life,479271.54,14262.98,2,0,96,Natural Disaster,Low Risk
CLM10546,52,Female,Life,150027.24,4711.7,0,0,14,Natural Disaster,Low Risk
CLM10547,85,Male,Health,20868.11,2273.83,0,0,22,Natural Disaster,Low Risk
CLM10548,20,Female,Property,88480.92,2929.85,0,0,31,Theft,Low Risk
CLM10549,18,Female,Life,81966.84,7090.61,1,0,18,Medical,High Risk
CLM10550,68,Female,Life,339543.03,9560.16,0,0,52,Medical,Low Risk
CLM10551,38,Female,Life,74611.93,1005.88,0,0,59,Accident,High Risk
CLM10552,66,Male,Vehicle,21061.55,1980.75,5,1,19,Accident,High Risk
CLM10553,33,Female,Life,270157.49,8127.28,1,0,31,Accident,Low Risk
CLM10554,86,Male,Vehicle,22385.51,860.16,0,0,49,Natural Disaster,Low Risk
CLM10555,21,Female,Vehicle,5236.8,634.27,2,0,41,Accident,Low Risk
CLM10556,75,Male,Life,418854.65,42045.55,0,0,27,Medical,Low Risk
CLM10557,86,Male,Health,48253.31,1413.34,0,0,2,Accident,Low Risk
CLM10558,47,Male,Vehicle,12583.54,906.11,2,0,34,Accident,Low Risk
CLM10559,64,Female,Life,273534.54,23765.42,2,0,42,Theft,High Risk
CLM10560,47,Male,Property,39346.32,2785.77,1,0,52,Medical,Low Risk
CLM10561,83,Male,Property,91470.58,2536.62,0,0,52,Theft,High Risk
CLM10562,47,Female,Vehicle,5712.82,991.22,3,0,254,Natural Disaster,Low Risk
CLM10563,44,Female,Property,54211.46,847.6,2,0,18,Medical,Low Risk
CLM10564,40,Male,Vehicle,6158.64,532.61,0,0,4,Accident,Low Risk
CLM10565,35,Female,Health,31713.33,1839.31,1,0,37,Theft,Low Risk
CLM10566,63,Female,Vehicle,1021.68,452.57,1,0,28,Theft,Low Risk
CLM10567,56,Female,Property,65523.16,6237.35,0,0,20,Accident,Low Risk
CLM10568,72,Male,Health,9063.74,892.73,2,0,37,Theft,Low Risk
CLM10569,84,Female,Property,34112.02,3780.99,0,0,0,Natural Disaster,Low Risk
CLM10570,46,Female,Life,85382.02,3596.01,5,0,54,Accident,High Risk
CLM10571,77,Male,Vehicle,27826.87,1336.62,2,0,218,Natural Disaster,Low Risk
CLM10572,43,Male,Property,66760.76,5238.63,0,0,17,Natural Disaster,Low Risk
CLM10573,61,Female,Life,453889.55,41755.96,4,0,55,Natural Disaster,High Risk
CLM10574,47,Male,Health,47102.94,1573.34,0,0,38,Accident,Low Risk
CLM10575,28,Male,Health,1686.71,575.83,2,0,4,Accident,Low Risk
CLM10576,37,Male,Health,4538.45,626.24,2,0,56,Accident,Low Risk
CLM10577,29,Female,Health,5105.76,751.57,1,0,56,Natural Disaster,Low Risk
CLM10578,70,Female,Property,24620.77,2321.51,1,0,249,Accident,Low Risk
CLM10579,64,Female,Health,5992.7,414.99,5,0,48,Theft,Low Risk
CLM10580,58,Female,Life,411012.13,18622.77,0,0,34,Theft,High Risk
CLM10581,66,Male,Health,10391.89,792.34,0,0,29,Natural Disaster,Low Risk
CLM10582,73,Male,Vehicle,15219.06,1744.82,1,0,53,Natural Disaster,Low Risk
CLM10583,51,Female,Health,6234.23,676.07,0,0,29,Medical,Low Risk
CLM10584,24,Female,Property,56690.32,3624.43,1,0,35,Medical,High Risk
CLM10585,37,Male,Vehicle,3222.05,419.8,1,0,54,Theft,Low Risk
CLM10586,62,Female,Property,9966.51,1043.66,3,0,57,Natural Disaster,Low Risk
CLM10587,75,Female,Life,474694.87,46715.57,4,1,25,Natural Disaster,High Risk
CLM10588,81,Female,Life,377886.66,21919.19,0,0,10,Medical,High Risk
CLM10589,36,Female,Property,32044.1,1807.25,1,0,1,Medical,Low Risk
CLM10590,21,Female,Vehicle,4248.34,680.42,1,0,7,Accident,Low Risk
CLM10591,31,Female,Vehicle,19127.66,2152.04,1,0,13,Natural Disaster,Low Risk
CLM10592,56,Male,Health,37535.79,4105.04,1,0,31,Accident,Low Risk
CLM10593,52,Male,Health,7966.89,467.88,0,0,33,Theft,Low Risk
CLM10594,84,Female,Life,307255.5,12633.11,1,0,29,Medical,Low Risk
CLM10595,44,Female,Life,363844.23,25100.87,4,1,0,Medical,High Risk
CLM10596,74,Male,Life,324916.87,3743.85,1,0,51,Medical,Low Risk
CLM10597,41,Female,Vehicle,26773.82,2133.86,4,1,7,Natural Disaster,High Risk
CLM10598,43,Male,Health,40124.22,3131.32,0,0,13,Theft,Low Risk
CLM10599,45,Male,Property,52610.46,2832.08,0,0,39,Natural Disaster,Low Risk
CLM10600,40,Male,Property,14010.67,1222.43,2,0,47,Accident,Low Risk
CLM10601,36,Male,Property,32280.65,1421.24,0,1,27,Natural Disaster,High Risk
CLM10602,50,Female,Vehicle,14716.73,1011.72,1,0,11,Natural Disaster,Low Risk
CLM10603,19,Male,Property,11234.48,1004.2,2,0,59,Theft,Low Risk
CLM10604,36,Female,Property,10932.21,764.86,0,0,7,Theft,Low Risk
CLM10605,88,Male,Health,49638.65,3833.71,2,0,33,Natural Disaster,Low Risk
CLM10606,65,Female,Property,51100.34,4341.58,1,0,39,Natural Disaster,Low Risk
CLM10607,64,Female,Life,377790.12,14774.58,0,0,57,Theft,High Risk
CLM10608,23,Female,Property,53403.34,3400.84,0,0,48,Natural Disaster,Low Risk
CLM10609,66,Male,Property,41704.97,1688.8,0,0,0,Medical,Low Risk
CLM10610,47,Female,Life,97348.8,7215.49,3,0,6,Natural Disaster,Low Risk
CLM10611,81,Male,Property,54229.54,1053.15,4,0,40,Accident,High Risk
CLM10612,72,Male,Life,431816.99,39845.91,1,0,59,Natural Disaster,Low Risk
CLM10613,59,Female,Health,17580.03,2120.87,0,1,20,Accident,High Risk
CLM10614,71,Male,Health,26972.56,535.97,1,0,2,Natural Disaster,Low Risk
CLM10615,25,Male,Life,387572.37,28558.85,0,0,47,Medical,Low Risk
CLM10616,81,Male,Vehicle,6901.82,735.42,3,0,37,Accident,High Risk
CLM10617,34,Male,Health,16239.34,1867.18,2,0,5,Natural Disaster,Low Risk
CLM10618,52,Female,Vehicle,18015.7,739.06,0,0,25,Natural Disaster,Low Risk
CLM10619,37,Male,Property,15900.49,651.33,0,1,58,Theft,High Risk
CLM10620,56,Male,Vehicle,29984.57,2251.79,0,0,49,Accident,Low Risk
CLM10621,73,Male,Vehicle,18847.44,993.11,0,0,43,Natural Disaster,Low Risk
CLM10622,27,Male,Life,366046.24,31970.52,0,0,22,Natural Disaster,Low Risk
CLM10623,79,Male,Vehicle,22859.28,1824.31,2,0,2,Natural Disaster,Low Risk
CLM10624,81,Male,Property,23509.85,1754.9,0,0,48,Accident,Low Risk
CLM10625,18,Male,Life,249665.65,22788.93,0,0,28,Accident,Low Risk
CLM10626,88,Female,Life,54486.16,1383.58,2,0,22,Accident,Low Risk
CLM10627,48,Male,Life,333750.21,25966.39,1,0,3,Theft,Low Risk
CLM10628,33,Male,Health,45479.79,3836.07,0,0,36,Theft,Low Risk
CLM10629,43,Male,Health,13267.58,1387.2,1,0,57,Accident,Low Risk
CLM10630,54,Male,Life,283559.76,28205.31,2,0,9,Accident,Low Risk
CLM10631,82,Female,Property,77295.57,5979.63,0,0,36,Accident,Low Risk
CLM10632,42,Female,Property,69264.85,2304.16,0,0,54,Natural Disaster,Low Risk
CLM10633,73,Female,Health,4816.07,822.54,0,0,23,Natural Disaster,Low Risk
CLM10634,83,Male,Vehicle,3511.97,510.75,1,1,25,Accident,Low Risk
CLM10635,80,Male,Vehicle,12319.45,1242.77,2,0,39,Accident,Low Risk
CLM10636,81,Male,Health,26641.03,697.96,1,0,42,Natural Disaster,Low Risk
CLM10637,23,Male,Vehicle,16382.3,1477.11,1,0,23,Accident,Low Risk
CLM10638,87,Female,Property,56378.57,4884.88,3,0,41,Natural Disaster,High Risk
CLM10639,50,Male,Vehicle,28488.04,745.14,1,0,9,Theft,Low Risk
CLM10640,32,Male,Property,51986.72,4913.28,1,0,9,Accident,Low Risk
CLM10641,19,Female,Life,238085.83,7991.56,0,0,33,Natural Disaster,High Risk
CLM10642,19,Male,Life,408184.29,15443.42,4,0,32,Medical,High Risk
CLM10643,43,Female,Life,167462.78,15274.75,0,0,87,Medical,High Risk
CLM10644,46,Male,Property,11909.94,1153.15,2,0,31,Theft,Low Risk
CLM10645,19,Male,Vehicle,1720.93,208.7,1,0,0,Accident,Low Risk
CLM10646,57,Male,Life,274189.42,13754.23,0,1,160,Natural Disaster,High Risk
CLM10647,18,Male,Health,44553.9,3549.88,1,0,197,Theft,Low Risk
CLM10648,47,Male,Life,51847.79,836.52,0,0,12,Theft,Low Risk
CLM10649,65,Male,Vehicle,4284.06,707.42,1,0,20,Natural Disaster,Low Risk
CLM10650,32,Male,Health,36521.63,1047.86,1,0,43,Accident,Low Risk
CLM10651,68,Female,Vehicle,2870.52,597.57,1,0,52,Theft,Low Risk
CLM10652,53,Female,Health,43631.22,3100.07,1,0,197,Theft,Low Risk
CLM10653,18,Male,Health,25653.54,1377.67,3,0,59,Accident,High Risk
CLM10654,78,Female,Vehicle,4623.74,465.92,0,0,22,Natural Disaster,Low Risk
CLM10655,78,Male,Life,409861.34,31646.53,0,0,53,Medical,High Risk
CLM10656,19,Male,Health,12542.73,1621.88,2,0,9,Theft,Low Risk
CLM10657,33,Female,Health,20845.05,2091.68,1,0,45,Natural Disaster,Low Risk
CLM10658,55,Male,Property,20142.51,2422.18,0,0,25,Theft,Low Risk
CLM10659,85,Male,Health,20661.38,2069.42,0,0,232,Medical,Low Risk
CLM10660,88,Female,Life,459052.51,44291.48,1,0,12,Theft,High Risk
CLM10661,52,Male,Health,36909.08,1717.69,0,0,37,Medical,Low Risk
CLM10662,45,Male,Health,1479.19,339.06,3,1,13,Accident,High Risk
CLM10663,58,Male,Health,46570.26,2370.05,3,0,41,Theft,High Risk
CLM10664,47,Male,Property,69653.85,6432.03,2,0,21,Accident,Low Risk
CLM10665,38,Female,Health,3852.66,719.34,0,0,3,Medical,Low Risk
CLM10666,64,Female,Life,439710.44,11650.7,3,0,8,Accident,High Risk
CLM10667,56,Female,Vehicle,4733.88,741.14,0,0,9,Accident,Low Risk
CLM10668,75,Male,Health,27346.49,414.02,0,0,12,Natural Disaster,Low Risk
CLM10669,20,Male,Life,449393.86,30695.67,0,0,48,Accident,Low Risk
CLM10670,47,Male,Life,338949.61,12635.3,3,0,14,Medical,High Risk
